varname,varlabel,vartype,keep,is_factor,discretize,brr,round,type,restricted,reserve
W2PARENT126,W2 BRR student household analytic weight for replicate 126,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT127,W2 BRR student household analytic weight for replicate 127,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT128,W2 BRR student household analytic weight for replicate 128,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT129,W2 BRR student household analytic weight for replicate 129,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT130,W2 BRR student household analytic weight for replicate 130,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT131,W2 BRR student household analytic weight for replicate 131,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT132,W2 BRR student household analytic weight for replicate 132,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT133,W2 BRR student household analytic weight for replicate 133,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT134,W2 BRR student household analytic weight for replicate 134,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT135,W2 BRR student household analytic weight for replicate 135,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT136,W2 BRR student household analytic weight for replicate 136,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT137,W2 BRR student household analytic weight for replicate 137,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT138,W2 BRR student household analytic weight for replicate 138,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT139,W2 BRR student household analytic weight for replicate 139,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT140,W2 BRR student household analytic weight for replicate 140,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT141,W2 BRR student household analytic weight for replicate 141,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT142,W2 BRR student household analytic weight for replicate 142,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT143,W2 BRR student household analytic weight for replicate 143,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT144,W2 BRR student household analytic weight for replicate 144,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT145,W2 BRR student household analytic weight for replicate 145,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT146,W2 BRR student household analytic weight for replicate 146,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT147,W2 BRR student household analytic weight for replicate 147,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT148,W2 BRR student household analytic weight for replicate 148,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT149,W2 BRR student household analytic weight for replicate 149,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT150,W2 BRR student household analytic weight for replicate 150,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT151,W2 BRR student household analytic weight for replicate 151,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT152,W2 BRR student household analytic weight for replicate 152,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT153,W2 BRR student household analytic weight for replicate 153,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT154,W2 BRR student household analytic weight for replicate 154,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT155,W2 BRR student household analytic weight for replicate 155,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT156,W2 BRR student household analytic weight for replicate 156,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT157,W2 BRR student household analytic weight for replicate 157,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT158,W2 BRR student household analytic weight for replicate 158,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT159,W2 BRR student household analytic weight for replicate 159,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT160,W2 BRR student household analytic weight for replicate 160,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT161,W2 BRR student household analytic weight for replicate 161,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT162,W2 BRR student household analytic weight for replicate 162,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT163,W2 BRR student household analytic weight for replicate 163,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT164,W2 BRR student household analytic weight for replicate 164,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT165,W2 BRR student household analytic weight for replicate 165,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT166,W2 BRR student household analytic weight for replicate 166,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT167,W2 BRR student household analytic weight for replicate 167,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT168,W2 BRR student household analytic weight for replicate 168,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT169,W2 BRR student household analytic weight for replicate 169,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT170,W2 BRR student household analytic weight for replicate 170,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT171,W2 BRR student household analytic weight for replicate 171,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT172,W2 BRR student household analytic weight for replicate 172,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT173,W2 BRR student household analytic weight for replicate 173,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT174,W2 BRR student household analytic weight for replicate 174,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT175,W2 BRR student household analytic weight for replicate 175,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT176,W2 BRR student household analytic weight for replicate 176,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT177,W2 BRR student household analytic weight for replicate 177,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT178,W2 BRR student household analytic weight for replicate 178,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT179,W2 BRR student household analytic weight for replicate 179,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT180,W2 BRR student household analytic weight for replicate 180,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT181,W2 BRR student household analytic weight for replicate 181,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT182,W2 BRR student household analytic weight for replicate 182,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT183,W2 BRR student household analytic weight for replicate 183,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT184,W2 BRR student household analytic weight for replicate 184,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT185,W2 BRR student household analytic weight for replicate 185,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT186,W2 BRR student household analytic weight for replicate 186,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT187,W2 BRR student household analytic weight for replicate 187,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT188,W2 BRR student household analytic weight for replicate 188,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT189,W2 BRR student household analytic weight for replicate 189,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT190,W2 BRR student household analytic weight for replicate 190,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT191,W2 BRR student household analytic weight for replicate 191,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT192,W2 BRR student household analytic weight for replicate 192,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT193,W2 BRR student household analytic weight for replicate 193,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT194,W2 BRR student household analytic weight for replicate 194,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT195,W2 BRR student household analytic weight for replicate 195,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT196,W2 BRR student household analytic weight for replicate 196,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT197,W2 BRR student household analytic weight for replicate 197,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT198,W2 BRR student household analytic weight for replicate 198,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT199,W2 BRR student household analytic weight for replicate 199,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2PARENT200,W2 BRR student household analytic weight for replicate 200,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR001,W2 BRR student household longitudinal weight for replicate 1,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR002,W2 BRR student household longitudinal weight for replicate 2,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR003,W2 BRR student household longitudinal weight for replicate 3,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR004,W2 BRR student household longitudinal weight for replicate 4,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR005,W2 BRR student household longitudinal weight for replicate 5,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR006,W2 BRR student household longitudinal weight for replicate 6,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR007,W2 BRR student household longitudinal weight for replicate 7,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR008,W2 BRR student household longitudinal weight for replicate 8,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR009,W2 BRR student household longitudinal weight for replicate 9,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR010,W2 BRR student household longitudinal weight for replicate 10,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR011,W2 BRR student household longitudinal weight for replicate 11,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR012,W2 BRR student household longitudinal weight for replicate 12,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR013,W2 BRR student household longitudinal weight for replicate 13,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR014,W2 BRR student household longitudinal weight for replicate 14,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR015,W2 BRR student household longitudinal weight for replicate 15,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR016,W2 BRR student household longitudinal weight for replicate 16,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR017,W2 BRR student household longitudinal weight for replicate 17,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR018,W2 BRR student household longitudinal weight for replicate 18,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR019,W2 BRR student household longitudinal weight for replicate 19,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR020,W2 BRR student household longitudinal weight for replicate 20,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR021,W2 BRR student household longitudinal weight for replicate 21,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR022,W2 BRR student household longitudinal weight for replicate 22,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR023,W2 BRR student household longitudinal weight for replicate 23,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR024,W2 BRR student household longitudinal weight for replicate 24,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR025,W2 BRR student household longitudinal weight for replicate 25,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR026,W2 BRR student household longitudinal weight for replicate 26,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR027,W2 BRR student household longitudinal weight for replicate 27,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR028,W2 BRR student household longitudinal weight for replicate 28,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR029,W2 BRR student household longitudinal weight for replicate 29,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR030,W2 BRR student household longitudinal weight for replicate 30,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR031,W2 BRR student household longitudinal weight for replicate 31,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR032,W2 BRR student household longitudinal weight for replicate 32,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR033,W2 BRR student household longitudinal weight for replicate 33,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR034,W2 BRR student household longitudinal weight for replicate 34,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR035,W2 BRR student household longitudinal weight for replicate 35,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR036,W2 BRR student household longitudinal weight for replicate 36,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR037,W2 BRR student household longitudinal weight for replicate 37,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR038,W2 BRR student household longitudinal weight for replicate 38,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR039,W2 BRR student household longitudinal weight for replicate 39,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR040,W2 BRR student household longitudinal weight for replicate 40,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR041,W2 BRR student household longitudinal weight for replicate 41,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR042,W2 BRR student household longitudinal weight for replicate 42,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR043,W2 BRR student household longitudinal weight for replicate 43,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR044,W2 BRR student household longitudinal weight for replicate 44,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR045,W2 BRR student household longitudinal weight for replicate 45,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR046,W2 BRR student household longitudinal weight for replicate 46,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR047,W2 BRR student household longitudinal weight for replicate 47,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR048,W2 BRR student household longitudinal weight for replicate 48,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR049,W2 BRR student household longitudinal weight for replicate 49,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR050,W2 BRR student household longitudinal weight for replicate 50,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR051,W2 BRR student household longitudinal weight for replicate 51,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR052,W2 BRR student household longitudinal weight for replicate 52,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR053,W2 BRR student household longitudinal weight for replicate 53,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR054,W2 BRR student household longitudinal weight for replicate 54,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR055,W2 BRR student household longitudinal weight for replicate 55,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR056,W2 BRR student household longitudinal weight for replicate 56,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR057,W2 BRR student household longitudinal weight for replicate 57,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR058,W2 BRR student household longitudinal weight for replicate 58,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR059,W2 BRR student household longitudinal weight for replicate 59,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR060,W2 BRR student household longitudinal weight for replicate 60,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR061,W2 BRR student household longitudinal weight for replicate 61,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR062,W2 BRR student household longitudinal weight for replicate 62,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR063,W2 BRR student household longitudinal weight for replicate 63,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR064,W2 BRR student household longitudinal weight for replicate 64,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR065,W2 BRR student household longitudinal weight for replicate 65,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR066,W2 BRR student household longitudinal weight for replicate 66,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR067,W2 BRR student household longitudinal weight for replicate 67,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR068,W2 BRR student household longitudinal weight for replicate 68,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR069,W2 BRR student household longitudinal weight for replicate 69,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR070,W2 BRR student household longitudinal weight for replicate 70,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR071,W2 BRR student household longitudinal weight for replicate 71,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR072,W2 BRR student household longitudinal weight for replicate 72,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR073,W2 BRR student household longitudinal weight for replicate 73,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR074,W2 BRR student household longitudinal weight for replicate 74,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR075,W2 BRR student household longitudinal weight for replicate 75,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR076,W2 BRR student household longitudinal weight for replicate 76,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR077,W2 BRR student household longitudinal weight for replicate 77,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR078,W2 BRR student household longitudinal weight for replicate 78,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR079,W2 BRR student household longitudinal weight for replicate 79,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR080,W2 BRR student household longitudinal weight for replicate 80,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR081,W2 BRR student household longitudinal weight for replicate 81,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR082,W2 BRR student household longitudinal weight for replicate 82,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR083,W2 BRR student household longitudinal weight for replicate 83,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR084,W2 BRR student household longitudinal weight for replicate 84,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR085,W2 BRR student household longitudinal weight for replicate 85,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR086,W2 BRR student household longitudinal weight for replicate 86,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR087,W2 BRR student household longitudinal weight for replicate 87,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR088,W2 BRR student household longitudinal weight for replicate 88,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR089,W2 BRR student household longitudinal weight for replicate 89,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR090,W2 BRR student household longitudinal weight for replicate 90,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR091,W2 BRR student household longitudinal weight for replicate 91,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR092,W2 BRR student household longitudinal weight for replicate 92,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR093,W2 BRR student household longitudinal weight for replicate 93,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR094,W2 BRR student household longitudinal weight for replicate 94,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR095,W2 BRR student household longitudinal weight for replicate 95,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR096,W2 BRR student household longitudinal weight for replicate 96,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR097,W2 BRR student household longitudinal weight for replicate 97,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR098,W2 BRR student household longitudinal weight for replicate 98,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR099,W2 BRR student household longitudinal weight for replicate 99,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR100,W2 BRR student household longitudinal weight for replicate 100,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR101,W2 BRR student household longitudinal weight for replicate 101,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR102,W2 BRR student household longitudinal weight for replicate 102,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR103,W2 BRR student household longitudinal weight for replicate 103,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR104,W2 BRR student household longitudinal weight for replicate 104,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR105,W2 BRR student household longitudinal weight for replicate 105,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR106,W2 BRR student household longitudinal weight for replicate 106,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR107,W2 BRR student household longitudinal weight for replicate 107,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR108,W2 BRR student household longitudinal weight for replicate 108,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR109,W2 BRR student household longitudinal weight for replicate 109,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR110,W2 BRR student household longitudinal weight for replicate 110,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR111,W2 BRR student household longitudinal weight for replicate 111,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR112,W2 BRR student household longitudinal weight for replicate 112,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR113,W2 BRR student household longitudinal weight for replicate 113,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR114,W2 BRR student household longitudinal weight for replicate 114,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR115,W2 BRR student household longitudinal weight for replicate 115,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR116,W2 BRR student household longitudinal weight for replicate 116,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR117,W2 BRR student household longitudinal weight for replicate 117,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR118,W2 BRR student household longitudinal weight for replicate 118,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR119,W2 BRR student household longitudinal weight for replicate 119,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR120,W2 BRR student household longitudinal weight for replicate 120,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR121,W2 BRR student household longitudinal weight for replicate 121,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR122,W2 BRR student household longitudinal weight for replicate 122,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR123,W2 BRR student household longitudinal weight for replicate 123,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR124,W2 BRR student household longitudinal weight for replicate 124,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR125,W2 BRR student household longitudinal weight for replicate 125,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR126,W2 BRR student household longitudinal weight for replicate 126,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR127,W2 BRR student household longitudinal weight for replicate 127,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR128,W2 BRR student household longitudinal weight for replicate 128,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR129,W2 BRR student household longitudinal weight for replicate 129,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR130,W2 BRR student household longitudinal weight for replicate 130,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR131,W2 BRR student household longitudinal weight for replicate 131,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR132,W2 BRR student household longitudinal weight for replicate 132,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR133,W2 BRR student household longitudinal weight for replicate 133,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR134,W2 BRR student household longitudinal weight for replicate 134,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR135,W2 BRR student household longitudinal weight for replicate 135,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR136,W2 BRR student household longitudinal weight for replicate 136,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR137,W2 BRR student household longitudinal weight for replicate 137,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR138,W2 BRR student household longitudinal weight for replicate 138,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR139,W2 BRR student household longitudinal weight for replicate 139,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR140,W2 BRR student household longitudinal weight for replicate 140,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR141,W2 BRR student household longitudinal weight for replicate 141,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR142,W2 BRR student household longitudinal weight for replicate 142,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR143,W2 BRR student household longitudinal weight for replicate 143,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR144,W2 BRR student household longitudinal weight for replicate 144,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR145,W2 BRR student household longitudinal weight for replicate 145,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR146,W2 BRR student household longitudinal weight for replicate 146,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR147,W2 BRR student household longitudinal weight for replicate 147,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR148,W2 BRR student household longitudinal weight for replicate 148,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR149,W2 BRR student household longitudinal weight for replicate 149,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR150,W2 BRR student household longitudinal weight for replicate 150,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR151,W2 BRR student household longitudinal weight for replicate 151,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR152,W2 BRR student household longitudinal weight for replicate 152,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR153,W2 BRR student household longitudinal weight for replicate 153,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR154,W2 BRR student household longitudinal weight for replicate 154,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR155,W2 BRR student household longitudinal weight for replicate 155,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR156,W2 BRR student household longitudinal weight for replicate 156,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR157,W2 BRR student household longitudinal weight for replicate 157,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR158,W2 BRR student household longitudinal weight for replicate 158,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR159,W2 BRR student household longitudinal weight for replicate 159,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR160,W2 BRR student household longitudinal weight for replicate 160,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR161,W2 BRR student household longitudinal weight for replicate 161,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR162,W2 BRR student household longitudinal weight for replicate 162,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR163,W2 BRR student household longitudinal weight for replicate 163,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR164,W2 BRR student household longitudinal weight for replicate 164,F1 student level BRR weights,0,0,0,1,F1,W2,0,
W2W1PAR165,W2 BRR student household longitudinal weight for replicate 165,F1 student level BRR weights,0,0,0,1,F1,W2,0,
